first_name,last_name,location,email,credit_history,income,debt,age,gender,default
Isaac,Butler,Miguelhaven,hguzman@example.net,0.2431978101810181,48826.36644647642,13713.317767511653,36.21623639809881,F,0
Hayden,Carney,Collinsfurt,elaine83@example.net,1.9446108364171386,60088.71926148713,7365.294970546642,31.824146296639103,F,1
Jacob,Russell,Lake Tammy,timothy29@example.com,0.13194086120729348,29076.081687897233,6573.899706081912,27.42589537737966,F,0
Laura,Pennington,Kellyville,ureilly@example.net,1.1953496364688625,57881.76096436744,25591.66038811249,38.1492881626492,M,0
Joseph,Oconnor,Kellymouth,catherinemartinez@example.com,-0.7337142224730198,62269.40158573308,20220.776289300244,28.385441449065883,F,0
Andrea,Parker,Port Scottchester,mooreoscar@example.com,-0.8368574976993589,52467.46453858561,3923.14667005477,25.16604111420609,F,0
Adam,Hess,North Edward,smithjustin@example.org,0.8415277826687624,49760.83920381522,14929.381870877824,35.07989068165336,F,0
Jared,Thomas,Julieburgh,kyle86@example.org,1.4747849185496869,58539.68477731716,14634.50897810806,30.773973791408373,F,1
Melissa,Bray,East Troy,jamie87@example.net,-0.6689871420833127,67235.09499379812,10661.662563261703,22.03897639930055,F,0
Michael,Wells,Matthewport,ytaylor@example.com,1.2899260908688803,42420.42681122183,18550.629421389393,31.313833946059614,F,0
Deanna,Ramsey,Ewinghaven,sschwartz@example.org,-0.5233326076163602,48508.50182463104,9871.59875840159,30.321193179610756,F,0
Aaron,Smith,South Stephanieburgh,danieljordan@example.org,0.5906802305882373,82578.97525451345,-153.88147479412692,15.905488459518624,F,0
Anne,Singleton,New Benjamin,michellestewart@example.com,0.8007693528116587,44822.338327762336,10112.98916781172,29.923854066646285,M,1
Evan,Larson,Mitchellchester,richard12@example.org,-0.8455828986500233,45159.698232023,9609.64472671687,34.44043640622078,M,1
Rachel,Page,Lake John,amyperkins@example.net,0.6539122891133295,43586.00138015093,11219.689791596802,33.32455783182559,F,0
Michelle,Arellano,Gomezland,james02@example.org,1.0733651770586827,53378.65281850851,11887.79420490189,31.609746563787823,F,0
Mitchell,Lopez,Lisamouth,jeff32@example.org,1.775520354927938,51036.067605970755,9352.647987164251,26.97685724277457,F,1
Mark,Gonzales,Port Joseph,blewis@example.org,1.184634078474534,43189.15799565505,9013.624036710364,40.35652362581267,F,0
Christine,Vazquez,Lake Bettyland,chadheath@example.net,-1.1411586708345167,42014.440547822494,8631.443396984485,18.424876397552914,F,1
Eric,Sanchez,North Tammyborough,kristina90@example.com,-0.2255675654365333,50129.17580665965,14989.126429870059,26.534636248721537,F,0
Monica,Lopez,Wilsonfort,opugh@example.org,-0.7057494809131217,32727.255765039616,12365.932994788966,32.18747602855356,M,0
Barry,Garcia,New Joseshire,steinmatthew@example.net,0.08269840960709501,51464.61706273151,9531.75709054793,32.986926319355,M,0
Stephanie,Wright,Tamaraborough,davidmorse@example.org,-0.18270715581662772,42734.249578084055,3312.5777625820174,29.758477078281558,F,0
Christina,Chang,Millerview,turnernicole@example.com,-1.6149974760971777,46513.92976254295,11106.10051004007,31.60028764812746,M,0
Andrew,Johnson,Deborahfort,pdavis@example.org,-0.5118834901804612,30291.98975556009,10009.166436052163,28.339608219907,F,0
Charles,Bennett,Hillberg,shayes@example.com,0.1612814834811956,45455.54347567118,13391.878326136974,36.623941223442365,F,0
Jonathan,Herrera,North Paula,thomas69@example.org,0.2848928561990416,44822.39736625466,10148.181464982992,35.03944210030893,F,0
Crystal,Davidson,Port Hailey,martinezdavid@example.net,-0.5136305376503443,68174.89441995192,9343.587454053393,33.466201236669704,F,1
Stephanie,Bender,Lake Nicholas,catherine17@example.net,0.6974914474967215,56964.289276986005,10458.956090690273,31.350049443826528,F,1
Sandra,Edwards,Elizabethland,jmorales@example.com,-0.8104577142528443,40017.22768508474,10168.599629775119,39.33226281087062,M,1
Brian,Matthews,East Mackenzie,staffordjason@example.org,0.6735808120096337,38817.11079010747,8316.837670582825,32.502195447808425,F,0
Elizabeth,Carlson,South Tamara,bennettdesiree@example.org,-0.2564385619830674,43797.011585335946,8965.616332406098,28.577539753484725,M,0
Tiffany,Berg,New Jonathan,davidburton@example.net,-0.017118679492499914,57546.13108362374,6782.039096670008,29.54532867752373,M,0
Lawrence,Dunlap,East Jonathan,alexandra41@example.net,-0.015060426817921956,42275.97454358015,6679.070416183392,26.14859163190102,F,0
Connor,Abbott,Scottshire,danielle43@example.net,0.07633974039448534,35114.79973132468,14848.202802263157,31.024042204473673,M,0
Ronald,Johnson,Fryport,sanchezryan@example.org,0.41123426815556174,51294.82515275927,10766.019273088586,27.68684957401754,M,0
Sherri,Snyder,East David,kyletate@example.org,0.6215272864507178,59518.89978941883,9121.798382782747,35.882537461274566,M,0
Latoya,Zavala,Julieshire,tinapatrick@example.net,1.4127017984009653,55217.436805693236,8667.76767869258,35.6673387321008,F,0
Thomas,Nicholson,Davidsonmouth,xbeard@example.net,-0.4586687711956255,52858.589720912256,4587.788336860313,33.87909147840207,F,0
Krista,Weber,Elliottmouth,claytondaniel@example.net,0.2372022736215065,66876.87269546531,7090.6063068836065,33.74343495380112,F,0
Theresa,Martinez,Port Laurenstad,mking@example.net,-0.7420963470783389,41029.62985791506,2824.0103695064763,36.66270491525061,F,1
Jeffery,Alexander,Shanetown,brian04@example.com,-0.9251741104164927,37249.05370555252,5104.547550155493,33.362614359279355,M,0
Stephen,Hill,Delgadobury,tlopez@example.com,-0.6403182902902234,54111.46735778847,9846.761675071672,30.27484602193326,F,1
Cody,Roberts,Romeromouth,maykaren@example.com,1.5087924758297007,60542.18117924302,1468.9640269951924,33.678979618707665,M,0
Kayla,Payne,Travisport,davidclark@example.com,-0.7228988912591586,53382.729362417784,11718.634800729831,22.802274859416404,M,0
Andrea,Garcia,Lake Jason,kwhite@example.com,-0.047846147136261244,49055.868111573065,21243.68089265463,31.519397167602666,M,1
Kristen,Ballard,Williamsmouth,kimberly92@example.com,1.0795355357706193,46294.73759876921,6371.85116737564,20.66155582860567,F,0
Anne,Lopez,South Stephanietown,dpatrick@example.com,-1.6537136030915605,64328.51217666904,12320.203754825321,33.117875598229915,M,0
Dennis,Gaines,Elizabethton,danielgeorge@example.net,0.21729157126057297,48819.93945571617,9370.552874039879,27.350223713551824,F,0
Jonathan,Mcmillan,West Lindaville,veronicareese@example.com,0.8097138199285745,55909.422726512516,4433.099727876527,33.86592802432112,F,0
Patrick,Miller,South Kevin,georgehogan@example.net,0.4746586388399494,64354.53141548787,6937.158447531627,30.760729837813866,M,0
Gerald,Taylor,West Mary,kirbymatthew@example.com,-0.1345806504295975,56192.20378442103,5790.600552960015,32.555163071787064,F,1
Misty,Miller,East Jayshire,lori11@example.com,-0.1274289959053664,51705.997294828834,4959.503670382995,32.524216363900685,F,1
Adam,Russell,East Lisa,jared56@example.org,-1.3530915363280944,52336.32806922643,4958.3992453998035,22.522064526425915,M,0
Samantha,Santos,West Michael,barry11@example.net,-0.6024193672865172,49346.77516053777,3562.7912862368275,36.243944627830906,F,0
Dylan,Collins,Mooremouth,moorekimberly@example.com,-0.37055443174383734,58109.17102935808,10077.999694587936,24.586026404714467,F,0
Zachary,Hill,Jerryberg,ann36@example.net,-1.095230325644771,54704.94341270737,10516.537945046291,35.48078602466306,F,0
Lisa,Green,Cartershire,barbara23@example.com,2.355729020109113,51740.55491669192,5491.445152310511,26.88871193318875,F,1
John,Holder,Coleport,erikmcintyre@example.com,0.7395750116564106,48845.74052041492,2981.589775375487,36.28381709538685,F,0
Edward,Mitchell,West Jontown,ianderson@example.com,0.17842004346230253,54827.611324013495,7203.944353345365,29.46913725214799,F,1
Joshua,Oconnor,Tinachester,upatterson@example.org,-0.37071094551632544,46262.97334221936,3458.550125830795,27.02538694420351,F,0
Ann,Schroeder,West Tonitown,lopezryan@example.org,0.7548650147710982,41775.91168520322,10166.166818853239,31.634243072228344,M,1
Barbara,Ho,Port Tammytown,millerstephanie@example.org,0.3852902374898285,46082.0267683168,10228.504229105125,32.687659222877194,M,0
Alicia,Acosta,Rodgersmouth,pmcbride@example.com,-0.20317685783614517,59953.67670251698,12047.652475192015,29.72165071158775,F,1
Michael,Perkins,Perezshire,lindsayblack@example.org,1.4951187796057155,43018.143434733145,16392.334615321553,32.94289953535594,M,0
Brandon,Wood,Laurabury,brett50@example.com,-0.9212500590332934,35207.38673473671,13776.128420457055,25.07920353019246,F,0
Sharon,Mack,South Sarahstad,suzanneholmes@example.org,0.3734481962402176,54136.60196000572,15396.342876792274,38.4646715492225,F,1
Yvonne,Franklin,Port Debra,schwartzwilliam@example.com,0.009350732058750026,35428.57118082835,13888.568905361682,21.46034494759741,F,0
Kenneth,Mccarthy,East Cheryl,brendan66@example.com,1.0165892468546358,46100.72077031212,13849.490828248921,30.876628996984966,M,0
Sarah,Webb,Ericstad,ypotter@example.org,2.128999032679017,58516.217736815845,6384.901584520354,38.883540797515806,M,0
Stephen,Dixon,Patrickshire,nkhan@example.org,1.685908118610133,52586.96841598078,-6116.258736605003,28.238344884692793,M,0
Brendan,Patel,East Jason,osmall@example.org,-0.15641120522603263,50102.11761802034,5181.206767009248,35.739442214221256,F,0
David,Dyer,Stacyfurt,rcollins@example.com,0.2660843086937339,41998.03900018764,14355.582278076785,25.442248748381267,M,0
Linda,Cook,Ashleyview,esantana@example.com,0.9083215153990994,58757.811944466244,5898.176095319333,27.479588252933688,F,1
Shannon,Garcia,North David,littlemargaret@example.net,2.4912076107731154,72539.08375365412,6562.780857131927,31.78304170190128,M,0
Alicia,Lewis,South Lisa,jamesvelasquez@example.com,-0.7899210459399643,42769.66079758688,12062.317297935888,33.09541382128631,F,0
Valerie,Oneal,Hunterton,shawnosborne@example.org,1.6088400782060408,55099.87638621326,5761.672565055096,33.59919945676856,F,0
Melissa,Green,Fernandezberg,rwalker@example.com,-1.1569715740640787,48999.627202649724,8350.559320850361,16.19910478689963,M,0
Lori,Anderson,South Charlesfurt,adamhernandez@example.org,-0.006655848522749249,61008.40572715175,14586.514402133718,33.837197981832496,M,0
Kimberly,Fisher,East Patrickland,amandaruiz@example.com,-0.71920112551317,50467.14842353989,9508.898624784866,30.326529258105793,F,0
Felicia,Shelton,Lake Claudia,april28@example.com,0.998648543656821,53171.03801575469,16030.189807864655,28.12985408100553,F,1
Jennifer,Ramos,Bellville,toddanthony@example.com,0.9865684755161063,28634.09509245313,4826.676653805124,32.39028040367726,M,0
Lauren,Dunn,Dixonport,laurie72@example.com,1.6086199101038632,54375.29418397619,13812.935515779234,28.484370555040254,F,0
Gary,Horton,Jamesborough,collinschristopher@example.com,0.3098123062483594,47723.268894023495,8871.93890811373,34.78313646800492,M,1
Albert,Owen,North Linda,fsandoval@example.net,0.901976820740458,61683.59818659469,1277.6990264364467,30.44046360763104,F,0
Kelly,Reid,Suttonfort,walkersarah@example.net,2.5369358550086756,65023.35845918214,3829.5519935175707,39.04541450384785,F,0
Tony,Padilla,North Amanda,omendoza@example.net,1.963381675945947,63085.00597435184,7949.007746183332,26.871405701178155,M,0
Kenneth,Pena,West Mark,shellygraham@example.org,0.2433550621965707,50009.504001871115,15388.83698114887,36.59781746035955,M,0
Ashley,Bell,Jaredmouth,duncanangelica@example.com,1.2722570356774539,51803.36080544786,-1106.3916278744782,30.86842303001631,F,1
Erica,Munoz,South Donald,nrodriguez@example.com,-0.8984277888803068,32041.57971504993,2517.5764871294105,31.213466364759302,M,0
Jennifer,Lewis,Brandonbury,jhernandez@example.org,2.126888880211421,37332.64065710127,6714.8667571793185,29.008682776765543,M,0
Robert,Briggs,Ronaldtown,hardingrichard@example.org,0.13431158866837653,46289.98250218638,14792.585592297615,29.173069074510046,F,0
Thomas,Burns,Simmonsburgh,pbarber@example.com,-0.3342492068525527,35472.933469925105,8128.572678476321,30.861127328562475,M,1
Kevin,Tate,Lake John,cwallace@example.com,-0.25330205008306406,54217.25998767915,8588.792600943358,27.587274546057053,F,0
Ashley,Mcpherson,Toddbury,burtonpatricia@example.org,0.020338641524186372,54016.3258570268,11747.365300378913,27.99678836947576,F,0
Adam,Allen,North Jason,cynthia15@example.org,-0.20510385917022494,50041.817164698805,15343.155141052293,24.56266323691497,M,0
Benjamin,Ross,Lake Karenville,wmarquez@example.net,-0.48620717682316694,39879.582073153615,10293.615367658562,24.794057175778725,M,0
Susan,Davis,New Richardmouth,vgross@example.net,0.6943544910003573,40255.69274824375,15338.044976220872,38.420988453399424,M,0
Ashley,Ross,Lake Andrew,fherrera@example.net,-0.11149542773391298,51725.194482024504,13259.78609113221,34.66996127114329,F,0
Matthew,Malone,Fernandoborough,murphybrian@example.com,-0.3267532365497383,53259.81783846622,11323.748907989386,36.686381308108324,M,0
Regina,Carroll,South Douglas,estesmatthew@example.net,-0.5674887436376123,48703.73582599462,4514.432574281398,34.36601715635558,M,0
Steven,Holt,New Joshuahaven,timothycantu@example.com,-1.0428895959159428,59496.08376253908,10847.95868981652,23.33622131500821,M,0
Marcus,Wiley,Lake Susanport,thill@example.com,0.6077707113203469,47551.43712955382,5410.754975643987,25.571560197646647,M,0
Katie,Sawyer,West Tiffany,lamberic@example.org,0.9092055227944159,49946.90626667649,7063.627114470654,21.502264262867676,F,0
Richard,Cruz,Rossfort,leejacqueline@example.net,-0.11185175045329604,49034.889481036706,17982.54728022581,34.62711532814413,F,0
Tammy,Colon,West Jill,blawson@example.org,0.45332057183859603,44918.29461785905,12256.05455020339,22.63203296489546,F,0
Derrick,Evans,West Christian,dorothycowan@example.net,-0.9275015474825856,54670.50821105337,9788.395561497584,23.854274918159955,F,0
Kenneth,Duncan,New Angelafurt,jwhite@example.com,-0.23042219985037996,48983.461158859085,14259.331993385404,34.41678932390976,F,1
Jason,Johnson,Byrdmouth,mcdowellmichelle@example.net,-0.7047906387779722,44815.50746336902,3071.9355102433456,23.641160200250326,M,0
Catherine,Hodges,Lake Victorialand,fdominguez@example.org,-1.7319221081347755,41831.24552856704,20021.91749601087,24.246960984211537,F,0
Becky,Moore,New Christopherland,lauren47@example.com,1.5041731251078625,37054.35387019398,8445.271385891334,31.593086993570246,F,0
Vincent,Johnson,Williamhaven,jdavis@example.net,-1.3074771310473492,57869.443715035646,13350.907683257748,32.827861191148656,M,0
Mason,Hall,West Kimberlyview,tammybrown@example.net,-0.8523976016800537,41450.70469631249,11623.800450197235,29.058601152686187,F,1
Jessica,Mayer,Crystalbury,jamesgould@example.com,-0.5509489557437035,39918.165526559904,21096.850446208824,28.16730751348342,M,0
Emma,Kirk,Port Josephton,tlane@example.org,0.7573806247621407,37390.47820659384,14845.583102497181,25.22883184283431,M,0
Justin,Owens,East Jeffrey,julie75@example.com,1.2667924928540455,61582.18985984229,7824.189224632368,31.371194921388696,M,0
Jeremiah,Simpson,Krystalland,travisjones@example.org,0.27492635316812924,33906.40891741678,9411.413409665496,33.46433009077435,F,0
Tammy,Henry,Brucestad,michaelreeves@example.net,0.5428594866346308,35040.83868887689,-4579.524902140347,31.708162427640236,F,1
Kathleen,Williams,West Cynthia,qrussell@example.net,-1.2160875567682452,57937.52709994765,-1725.1071582294535,39.42515472363352,M,0
Michelle,Wilson,Josephtown,whitneypadilla@example.com,-1.2884514419535,43446.45312393984,-6498.331878857258,27.021066674563205,F,1
Rachel,Rodriguez,Staffordberg,fernando09@example.net,-1.4434340055840322,55585.635059592256,12814.832111153013,27.00560528427485,F,1
Billy,Bauer,Lopezhaven,wmoore@example.net,0.680579453895519,66054.74603284153,6065.963451134514,20.37349230774305,F,0
Thomas,Cochran,Davidsonton,nathan63@example.com,-0.9366851197344597,43895.82253822363,12224.914038595432,35.87885218201747,M,0
Stephanie,Norton,South Deniseton,shernandez@example.com,-1.4223780465259819,47579.522427337,8295.67704834209,33.74572686827385,F,0
Travis,Lee,West Rachelberg,xramirez@example.com,0.4284884546903047,60747.9681989859,6958.155118996288,23.310073759623293,F,0
Michael,Pena,East Michael,froach@example.org,1.492853482092599,53673.49789328749,13863.780311878967,26.337939063772048,F,0
Kenneth,Porter,North Christina,perrydennis@example.com,0.31668267116730386,54058.49804147928,1723.0740449913956,33.37321706238329,F,0
Frances,Harper,Johnmouth,jlane@example.net,1.151362604245374,35621.292504439814,18926.672430571096,32.57792754354444,M,1
Joyce,Gallegos,Victoriaview,amber73@example.com,-1.2512011188272694,46366.173079100176,7784.277786359911,32.393512652141595,F,0
Nichole,George,East Rachelmouth,angelarandall@example.org,-0.5723582555244592,52316.03759591257,14817.273246822118,37.13972333036853,F,1
David,Lambert,South Tanyaland,jacobgarza@example.org,-1.046982586454204,43457.69609671797,15479.627425039445,23.886833253852977,M,0
Joshua,Murphy,South Christopherport,joseph24@example.com,-0.4653915421401772,57898.69532747104,8211.23127576951,38.39370748526579,F,0
Aimee,Krause,New Susan,fuentestimothy@example.com,-0.46839757563523887,38735.3221815648,233.4320206207467,30.04846312838229,M,0
Brianna,Powell,East Jesus,kathleencook@example.net,0.16183374690227428,69012.88812651645,13071.086308604781,24.341858340330425,M,1
Karen,Bernard,Harveyfort,travisbarbara@example.net,-0.47466493723835196,67920.0451417556,16295.743467518823,28.69053207658976,F,1
Anthony,Hodge,Timothyborough,mnelson@example.org,0.4141565267439739,48207.37661419162,15750.879946881616,24.333655080303327,F,0
Deborah,Carter,Cunninghamview,ryandavis@example.org,2.011833133292973,51132.0331345327,9672.534716215881,29.714276955602877,M,0
John,Morris,New Juliatown,butlerbrandon@example.org,0.6019382700027734,49405.04134461498,12088.661204599524,28.30552790720157,F,0
Marcus,Reilly,Bowersmouth,iking@example.net,-0.9250393508553696,27533.04633740429,16491.458717946436,25.727090701713866,M,1
Brent,Martinez,Flemingfurt,nathanreynolds@example.org,0.19321316221009524,50797.34179798462,17239.26550916056,32.13926282367269,F,0
Carol,Gillespie,Port Chelseaberg,alan77@example.org,0.11913118086451764,62099.96201795367,12683.236166905883,21.46391208377504,F,0
Anthony,Lee,Kingfort,mdiaz@example.org,-1.4389078088746061,63029.743357056825,-937.8154443654457,35.53447280802501,M,0
Wayne,Alvarado,West Lindastad,gjohnson@example.org,-1.0307427589170826,59497.1866849785,3913.7908900049724,36.210163156083716,F,0
Laura,Webb,South Sarah,rossross@example.com,1.4179343216399416,54927.3130078942,7803.595262152895,35.513669391460965,F,0
Jacob,Arroyo,Thomasstad,vsparks@example.net,1.0383520335422007,53201.44449618977,5459.37381707501,31.05670986897188,F,0
Kristopher,Cox,Port Andrea,nicolebush@example.net,-0.11084421847787938,53741.00037338825,15248.654098083243,31.33368448940586,M,0
Thomas,Haney,North Beth,zunigaangela@example.com,1.0348633845951105,47272.7597754563,17995.68817107171,30.057339600312396,F,0
Justin,Anderson,South Kristinaberg,yhernandez@example.com,-0.17485357903221863,30025.861607683397,5630.205229245224,27.933802358257864,M,0
Alison,Payne,Josebury,michaelsmith@example.org,2.0513109034776953,54761.418677370224,10858.2389183947,34.35157733910102,F,1
Rhonda,Soto,Whiteheadport,lopezthomas@example.com,0.8110671726383553,48089.44010943437,8455.108287144869,28.48045257132788,F,0
Kimberly,Schultz,Lawrencefurt,julie51@example.org,-0.15871114517693455,36650.75295993711,11914.944171381847,28.54253500964301,M,0
Taylor,Crawford,Chavezside,rachellopez@example.org,0.08826294307954968,51332.63690887904,12643.958313773735,33.13371177279762,F,0
Alexander,Martin,Lake Luke,jerrybrown@example.com,0.5631850642009566,46336.67946733891,15010.35699387293,34.41200295618553,F,1
Cheyenne,Ray,Lake Stacyshire,george03@example.com,0.5315204715579711,37953.92416359187,9018.042807731636,23.361747420892115,F,1
Christopher,Brown,Harrisland,john41@example.com,-0.4548001338416402,42939.90145504904,15857.429685803701,31.837722322413757,F,1
Robert,Campbell,Sextonmouth,xnorris@example.com,-1.042036262906827,46723.773111320515,7844.178833416445,37.93387248755507,F,0
Frances,Cisneros,South Devinshire,scott04@example.org,-0.785742756203434,57458.96494085666,18494.743151640607,35.090323275145934,F,1
Eric,Dyer,West Teresaside,zflores@example.org,0.7953551819251651,43581.30061489264,16896.70633841882,28.10560347136896,F,0
Joshua,Camacho,New Kelliview,nathanjohnston@example.com,0.4082830131508258,56229.02025133316,4820.881523278564,28.71350336800837,F,1
Michelle,Kidd,Kevinfurt,xcollins@example.com,0.5603520453537205,45322.189613960305,14202.650326199357,35.80792529456282,M,0
William,Hays,East Valeriehaven,taylorkenneth@example.org,0.9761067617560514,57552.43761646932,12755.746978414127,31.542374108697608,M,0
Jacqueline,Davis,Castrofurt,mmccarthy@example.org,-2.0146536743428785,47837.8215973531,11016.948707255307,31.176648208593782,M,0
Albert,Holmes,Lake Brittanyville,lwiley@example.com,-0.5419939372825472,38442.81712920515,14563.787875539998,34.86044657996156,F,0
Janice,Lee,Glennhaven,russellnguyen@example.com,-1.8876806416724476,52842.327724813535,8977.316162797077,26.594063784321737,M,0
Shawn,Green,Lunaville,susanhall@example.com,0.7451722375038778,33850.91092357464,15999.361858588598,33.57869022487568,M,0
Kimberly,Cole,North James,zrodriguez@example.net,-1.7365618481952734,65458.75750810649,10015.401258870252,26.358318979946183,F,0
Christine,Young,Port Staceyberg,gonzalezrose@example.org,-0.7311649506406813,59383.07162001006,5501.541484078602,29.528922385877262,M,0
Carla,Wilson,Lake Ashley,williamsonsean@example.net,0.6000098489671682,47684.74223963484,6203.805157432807,27.68366037408712,M,0
Adam,Adams,Port Justin,lindsaylevy@example.net,-2.1343534408923714,44261.58075894751,12089.692169367101,27.43660307049383,M,1
Victoria,Marks,Brianmouth,joseph02@example.net,0.016236323713011327,25611.973277708734,19899.272879543445,38.7497970452065,F,1
Dwayne,Rice,Thomasberg,christine99@example.org,1.376285947055788,43014.62681875904,12706.844281398964,22.997253250085492,M,0
Tom,Molina,Port Meganmouth,zvaughan@example.net,-0.43954904467294276,60901.967739238804,6145.73990219939,28.859939292972484,M,0
Nathaniel,Liu,North Lesliechester,david78@example.org,0.012791548076311958,46941.403565864646,5607.467252683877,29.968000271448425,M,1
Holly,Allen,Sarahborough,jeffreykelly@example.net,1.148136732318883,52350.391514281364,10548.474870660695,37.69098418081498,F,1
John,Porter,South Amymouth,lisa08@example.org,-1.67060197535345,39699.777219438314,9799.119142266,32.453997660236496,F,0
Jonathan,Underwood,Smithfurt,bonnie01@example.org,0.6591528802745521,72406.5241522069,8931.21704011438,28.26559370576569,M,0
Mark,Mcconnell,Gilesmouth,danamcdonald@example.com,-0.12664194706230342,40482.375482757336,6395.217549011482,27.883228264006718,F,0
Jeffrey,Morris,Keithbury,lindseykimberly@example.org,0.15891385818921513,33672.30035600536,5980.066131671442,28.11717240468837,M,0
Marcus,Jackson,New Jenniferside,ifischer@example.com,-1.1113185332228206,46586.38392727749,10632.315487481572,30.224578984671155,F,0
David,Scott,Cooperside,waltonchristopher@example.com,0.4249100481690449,57922.17684380617,14856.696298280765,37.804435198282775,M,0
Nicole,Hall,West Kenneth,claytonhayes@example.org,-1.855558906914576,41708.63643694368,6927.6984590228185,27.021698409660516,F,0
Jessica,Wagner,Kimberlyland,jacksonmichael@example.com,0.24820484067528897,52417.90509420238,5506.6351498203685,26.012563341965144,F,0
Phillip,Lee,New Sandra,shepherdashley@example.org,1.383694466699648,35151.85661310746,10485.360367403257,35.8685222619373,M,0
Amanda,Arellano,Tammyview,kjones@example.com,0.08339599526625814,37781.88025660061,2127.038277359011,30.711409065374994,M,1
David,Reynolds,Crawfordhaven,floreskayla@example.com,0.4813532925236112,65976.87871799208,8100.034484763058,28.855298971911047,M,0
Erika,Johnson,New Whitney,kterry@example.org,0.4994066903789727,46803.996213388185,15072.914657988826,21.507899480103045,F,1
Amanda,Smith,West Randy,kathryn27@example.net,-1.2770008891380547,71166.61964333386,6390.958138722109,28.646335224595337,F,0
Matthew,Sharp,East John,summer61@example.com,0.5992451259372421,57813.443792958176,15677.202856464439,21.05863278442285,F,0
Richard,Cox,South Brandon,angela62@example.org,0.879275123017449,61379.82675323939,6305.040969248852,24.7587911731961,M,0
Alex,Marshall,North Donna,stevensdonna@example.org,-0.8906360307183516,42679.17550691014,9776.974881106908,28.42787885112949,F,0
Lisa,Bender,Carlshire,mlopez@example.com,-1.1251319005621425,36720.06760176887,15397.494773798608,33.7999600684235,M,0
Molly,Fox,Lake Karen,ihoward@example.org,0.9590169332552748,48374.87912623903,10168.707316084365,31.112407937085806,F,0
Peggy,Harmon,North Kimberlystad,allenrebecca@example.com,0.06885438739049161,43112.02806782172,7880.6077354457075,28.519432548427513,M,0
Jennifer,Morris,Port Sheriview,grahamdiana@example.com,-1.7679552939831886,83759.30950301269,6518.747156924579,25.40915800289435,F,0
Julie,Taylor,Hicksfort,estradaanthony@example.net,-1.0441285294898663,45697.762351876256,1640.9146548261979,29.081771066557746,F,0
Travis,Smith,Port Angela,nmiller@example.com,1.8830800520348698,46667.934575189305,13039.993901055692,32.00667722077567,F,0
John,Moore,Port Patrickburgh,lisa65@example.org,0.45313257181788774,61173.45416415493,7909.3507924981695,34.90164152371541,M,0
Marcus,Williams,Ramosview,patricia93@example.net,0.9772179404192967,54673.63192807275,3276.109837327401,24.88285692927151,F,1
Catherine,Copeland,Allisonside,amber15@example.com,0.628086721193284,54464.65084864124,13539.200235579514,26.225566233300047,M,0
Nicole,Reid,Nataliestad,michaelyoung@example.org,-0.30559277868588625,67261.98229000607,8402.315858125334,34.36112313002931,F,0
Michael,Bailey,Port Amyshire,ricejuan@example.org,0.3981700486712303,42722.17635194523,9194.041687044992,35.805101267723344,F,1
Alexis,Daniels,Ortizside,bruceramirez@example.org,0.2642282109538466,36560.39877863253,3852.306579353394,29.18942406626927,F,0
